School Building Code,School Name,School Type,Address,City,State,Zip,District Name,County,Grade Levels,Number of K-12 (All Grades) Students Enrolled ,Number of K-12 (All Grades) Students Complete,Number of K-12 (All Grades) Students with any Exemption,Number of K-12 (All Grades) Students with Medical Exemption,Number of K-12 (All Grades) Students with Personal Exemption,Number of K-12 (All Grades) Students with Religious Exemption,Number of K-12 (All Grades) Students with Religious Membership Exemption,Number of K-12 (All Grades) Students Exempt for Diphtheria Tetanus,Number of K-12 (All Grades) Students Exempt for Pertussis,Number of K-12 (All Grades) Students Exempt for Polio,Number of K-12 (All Grades) Students Exempt for MMR,Number of K-12 (All Grades) Students Exempt for Hep B,Number of K-12 (All Grades) Students Exempt for Varicella
4142,John Sedgwick Junior High,Public School,8995 SE SEDGWICK RD,Port Orchard,WA,98366,South Kitsap School District,KITSAP,7-9,701,646,55,4,50,1,0,40,39,38,35,31,0
4079,Manchester Elementary School,Public School,1901 CALIFORNIA AVE E,Port Orchard,WA,98366,South Kitsap School District,KITSAP,K -6,395,368,26,1,24,2,0,20,20,14,18,16,19
3046,Marcus Whitman Junior High,Public School,1887 MADRONA DR SE,Port Orchard,WA,98366,South Kitsap School District,KITSAP,7-9,749,710,39,2,37,1,0,24,18,22,28,27,0
4350,Mullenix Ridge Elementary School,Public School,3900 SE MULLENIX RD,Port Orchard,WA,98367,South Kitsap School District,KITSAP,PK-6,550,501,49,9,41,1,0,28,28,29,30,27,37
2995,Olalla Elementary School,Public School,6100 SE DENNY BOND BLVD,Port Orchard,WA,98359,South Kitsap School District,KITSAP,K -6,302,274,26,6,20,0,0,16,16,15,16,19,23
2650,Orchard Heights Elementary,Public School,2288 FIRCREST DR SE,Port Orchard,WA,98366,South Kitsap School District,KITSAP,K -6,536,494,34,7,26,2,0,20,19,14,17,18,23
4349,Sidney Glen Elementary School,Public School,500 SW BIRCH RD,Port Orchard,WA,98366,South Kitsap School District,KITSAP,K -6,660,619,34,6,28,0,0,16,16,13,18,18,24
3110,South Colby Elementary,Public School,3281 Banner Road SE,Port Orchard,WA,98366,South Kitsap School District,KITSAP,K -6,419,388,31,6,26,0,0,13,15,15,15,18,24
2272,South Kitsap High School,Public School,425 MITCHELL AVE,Port Orchard,WA,98366,South Kitsap School District,KITSAP,10-12,2083,1995,82,9,72,1,2,95,83,70,79,80,0
4141,Sunnyslope Elementary School,Public School,4183 SUNNYSLOPE RD SW,Port Orchard,WA,98367,South Kitsap School District,KITSAP,K -6,542,512,28,0,25,3,0,19,20,18,22,35,21
8974,Whidbey Island Waldorf School,Private School,6335 Old Pietila Rd,Clinton,WA,98236,South Whidbey School District,ISLAND,P-8,130,49,53,15,50,2,0,33,50,62,60,60,56
8928,Island Christian Academy,Private School,5373 S Maxwelton Rd,Langley,WA,98260,South Whidbey School District,ISLAND,P-12,87,66,21,1,20,0,0,6,6,9,6,8,8
1682,Bayview Alternative School,Public School,5476 Maxwelton Rd,Langley,WA,98260,South Whidbey School District,ISLAND,K-12,108,52,26,0,26,2,0,18,18,20,16,20,9
2511,Langley Middle School,Public School,723 Camano Ave,LANGLEY,WA,98260,South Whidbey School District,ISLAND,6-8,316,282,29,2,26,1,0,14,13,12,16,22,3
4321,South Whidbey Elementary,Public School,5380 Maxwelton Rd,Langley,WA,98260,South Whidbey School District,ISLAND,K-5,528,417,59,5,54,2,0,31,31,37,35,35,54
4149,South Whidbey High School,Public School,5675 Maxwelton Rd,Langley,WA,98260,South Whidbey School District,ISLAND,9-12,529,458,65,6,58,2,0,43,39,37,48,47,0
2744,Southside Elementary,Public School,161 SE COLLIER RD,Shelton,WA,98584,Southside School District,MASON,K -7,206,176,18,3,13,3,0,14,14,12,12,9,17
8191,Cataldo School,Private School,455 W 18th Ave,Spokane,WA,99203,Spokane School District,SPOKANE,P-8,274,256,18,2,16,0,0,4,4,4,5,3,17
8868,Cornerstone Christian Academy,Private School,4224 E 4th Ave,Spokane,WA,99202,Spokane School District,SPOKANE,K-8,41,32,2,0,2,0,0,1,1,2,1,2,2
800B,First Presbyterian Christian School,Private School,318 S Cedar,Spokane,WA,99201,Spokane School District,SPOKANE,P-4,83,70,13,0,13,0,0,5,5,6,6,5,13
8176,Gonzaga Preparatory School,Private School,1224 E Euclid Ave,Spokane,WA,99207,Spokane School District,SPOKANE,9-12,858,773,10,0,6,4,0,4,2,3,2,2,6
8725,North Wall Elementary,Private School,9408 N Wall St,Spokane,WA,99218,Spokane School District,SPOKANE,P-6,39,32,7,1,6,0,0,7,7,7,7,7,7
8186,Palisades Christian Academy,Private School,1115 N Governmental Way,Spokane,WA,99224,Spokane School District,SPOKANE,K-10,133,80,12,0,12,0,0,11,11,11,11,11,12
801W,Riverday School,Private School,116 W Indiana,Spokane,WA,99205,Spokane School District,SPOKANE,K-6,21,14,3,3,0,0,0,2,3,3,3,3,3
8502,Southside Christian School,Private School,401 E 30th Ave,Spokane,WA,99203,Spokane School District,SPOKANE,P-8,115,114,1,0,1,0,0,1,1,1,1,1,1
8192,St. Charles School,Private School,4515 N Alberta St,Spokane,WA,99205,Spokane School District,SPOKANE,P-8,218,188,18,3,13,2,0,3,2,2,5,4,16
8190,Trinity Catholic School,Private School,1306 W Montgomery Ave,Spokane,WA,99205,Spokane School District,SPOKANE,P-8,157,137,20,2,17,1,0,12,6,5,7,4,14
8996,Westgate Christian School,Private School,7111 N Nine Mile Rd,Spokane,WA,99208,Spokane School District,SPOKANE,P-8,56,43,13,0,13,0,0,11,11,12,11,12,11
8196,All Saints Catholic School,Private School,3510 E 18th Ave,Spokane,WA,99223,Spokane School District,SPOKANE,P-8,,,,,,,,,,,,,
8175,Assumption School,Private School,3618 W Indian Trail Rd,Spokane,WA,99208,Spokane School District,SPOKANE,P-8,,,,,,,,,,,,,
802X,Northwest Achieve School,Private School,116 W Indiana Ave,Spokane,WA,99205,Spokane School District,SPOKANE,K-3,,,,,,,,,,,,,
8182,Northwest Christian School,Private School,1412 W Central Ave,Spokane,WA,99205,Spokane School District,SPOKANE,P-8,,,,,,,,,,,,,
802J,Spokane Windsong School,Private School,4225 W. Freemont Rd,Spokane,WA,99224,Spokane School District,SPOKANE,P-2,,,,,,,,,,,,,
8188,St. Aloysius Catholic School,Private School,611 E Mission Ave,Spokane,WA,99202,Spokane School District,SPOKANE,P-8,,,,,,,,,,,,,
8293,St. Matthew Lutheran School,Private School,6917 N Country Homes Blvd,Spokane,WA,99208,Spokane School District,SPOKANE,P-8,,,,,,,,,,,,,
8195,St. Patrick Catholic School,Private School,2706 E Queen Ave              ,Spokane,WA,99217,Spokane School District,SPOKANE,6-8,,,,,,,,,,,,,
2156,Adams Elementary,Public School,2909-E 37 Ave,Spokane,WA,99223,Spokane School District,SPOKANE,PK-6,324,267,24,3,19,1,,9,9,10,10,10,16
1567,Alternative Bancroft School,Public School,1025 W Spofford Ave,Spokane,WA,99205,Spokane School District,SPOKANE,3-12,80,57,4,,4,,,3,3,3,3,2,3
2381,Arlington Elementary,Public School,6363 N Smith St,Spokane,WA,99217,Spokane School District,SPOKANE,K -6,553,438,44,9,34,1,,31,31,23,23,13,34
2128,Audubon Elementary,Public School,2020 W Carlisle Ave,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,450,294,18,3,14,,,10,10,11,11,9,16
3357,Balboa Elementary,Public School,3010 W Holyoke Ave,Spokane,WA,99208,Spokane School District,SPOKANE,PK-6,389,330,27,3,21,3,,13,13,12,12,13,24
2155,Bemiss ,Public School,2323 E Bridgeport Ave,Spokane,WA,99207,Spokane School District,SPOKANE,PK-6,576,505,27,6,20,1,,15,15,16,17,12,26
2218,Browne Elementary,Public School,5102 N Driscoll Blvd,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,434,307,32,9,22,1,,11,11,11,11,16,26
3008,Bryant Center,Public School,N 910 Ash St,Spokane,WA,99201,Spokane School District,SPOKANE,PK-12,444,193,120,3,114,4,,101,101,87,90,89,108
4457,Chase Middle School,Public School,4747 E 37Th Ave,Spokane,WA,99223,Spokane School District,SPOKANE,7-8,791,615,61,4,50,7,1,41,41,37,35,37,41
2129,Cooper Elementary,Public School,3200 N Ferrall St,Spokane,WA,99217,Spokane School District,SPOKANE,PK-6,531,383,32,4,27,1,,21,21,19,21,17,29
1603,Daybreak Alternative School,Public School,628 S Cowley St,Spokane,WA,99202,Spokane School District,SPOKANE,8-12,27,,1,,1,,,1,1,1,1,1,1
3412,Ferris High School,Public School,3020 E 37Th Ave,Spokane,WA,99223,Spokane School District,SPOKANE,9-12,1677,1230,99,8,90,2,1,75,75,39,46,46,49
2312,Finch Elementary,Public School,3717 N Milton St,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,524,395,47,9,35,2,1,19,19,20,21,20,41
2127,Franklin Elementary,Public School,2627 E 17Th Ave,Spokane,WA,99223,Spokane School District,SPOKANE,PK-6,376,250,50,5,34,5,1,30,30,31,32,36,43
3727,Garfield Elementary,Public School,222 W Knox Ave,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,530,269,23,1,21,1,,16,16,15,13,13,18
3758,Garry Middle School,Public School,725 E Joseph Ave,Spokane,WA,99207,Spokane School District,SPOKANE,7-8,599,463,47,5,41,1,,30,30,20,19,18,20
3258,Glover Middle School,Public School,2404 W Longfellow Ave,Spokane,WA,99205,Spokane School District,SPOKANE,7-8,644,446,49,7,38,5,,32,32,20,23,24,32
3729,Grant Elementary,Public School,1300 E 9Th Ave,Spokane,WA,99202,Spokane School District,SPOKANE,K -6,353,202,20,3,18,3,,17,17,16,14,16,17
3007,Hamblen Elementary,Public School,2121 E Thurston Ave,Spokane,WA,99203,Spokane School District,SPOKANE,K -6,518,348,46,7,35,1,1,17,17,20,26,21,39
2056,Holmes Elementary,Public School,2600 W Sharp Ave,Spokane,WA,99201,Spokane School District,SPOKANE,PK-6,399,199,17,4,12,1,,10,10,9,11,12,14
2258,Hutton Elementary,Public School,908 E 24Th Ave,Spokane,WA,99203,Spokane School District,SPOKANE,K -6,518,317,41,7,29,3,2,17,17,19,21,20,30
3506,Indian Trail Elementary,Public School,4102 W Woodside Ave,Spokane,WA,99208,Spokane School District,SPOKANE,PK-6,334,295,27,4,22,,,11,11,9,10,11,19
2111,Jefferson Elementary,Public School,3612 S Grand Blvd,Spokane,WA,99203,Spokane School District,SPOKANE,PK-6,629,490,86,5,77,2,1,51,51,55,55,65,64
2172,Lewis & Clark High School,Public School,521 W 4Th Ave,Spokane,WA,99204,Spokane School District,SPOKANE,9-12,1886,1415,152,16,134,4,,110,110,71,82,76,71
2401,Libby Center,Public School,2900 E 1St Ave,Spokane,WA,99202,Spokane School District,SPOKANE,5-8,327,214,25,6,18,1,,12,12,13,13,16,20
2952,Lidgerwood Elementary,Public School,5510 N Lidgerwood,Spokane,WA,99207,Spokane School District,SPOKANE,K -6,371,256,18,2,15,2,,13,13,12,10,8,14
2951,Lincoln Heights Elementary,Public School,3322 E 22Nd Ave,Spokane,WA,99223,Spokane School District,SPOKANE,PK-6,514,339,43,,40,2,1,34,34,35,34,33,41
3190,Linwood Elementary,Public School,906 W Weile Ave,Spokane,WA,99208,Spokane School District,SPOKANE,PK-6,395,278,19,1,14,2,2,13,13,13,14,12,16
3719,Logan Elementary,Public School,1001 E Montgomery Ave,Spokane,WA,99207,Spokane School District,SPOKANE,PK-6,456,381,21,4,12,5,,13,13,12,11,10,14
3718,Longfellow Elementary,Public School,800 E Providence Ave,Spokane,WA,99207,Spokane School District,SPOKANE,K -6,557,422,21,,19,2,,13,13,11,13,12,18
2708,Madison Elementary,Public School,319 W Nebraska Ave,Spokane,WA,99205,Spokane School District,SPOKANE,K -6,344,227,15,2,11,3,,9,9,11,10,10,9
4389,Moran Prairie Elementary,Public School,4224 E 57Th Ave,Spokane,WA,99223,Spokane School District,SPOKANE,PK-6,483,388,25,6,18,1,1,13,13,11,11,15,17
4035,Mullan Road Elementary,Public School,2616 E 63Rd Ave,Spokane,WA,99223,Spokane School District,SPOKANE,PK-6,549,458,32,6,25,1,1,24,24,25,25,23,29
4191,NEWTECH Skills Center,Public School,N 4141 Regal Street,Spokane,WA,99207,Spokane School District,SPOKANE,9-12,430,23,2,,2,,,2,2,1,1,1,1
2106,North Central High School,Public School,1600 N Howard St,Spokane,WA,99205,Spokane School District,SPOKANE,9-12,1237,956,67,6,60,2,,46,46,32,30,34,36
2096,Regal Elementary,Public School,2707 E Rich Ave,Spokane,WA,99207,Spokane School District,SPOKANE,K -6,451,381,11,1,11,,,5,5,6,3,4,9
2950,Ridgeview Elementary,Public School,1515 W Joseph Ave,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,392,270,20,12,5,1,2,9,9,8,9,8,20
2479,Rogers High School,Public School,1622 E Wellesley Ave,Spokane,WA,99207,Spokane School District,SPOKANE,9-12,1500,1165,68,9,57,2,,48,48,33,35,35,28
2086,Roosevelt Elementary,Public School,333 W 14Th Ave,Spokane,WA,99204,Spokane School District,SPOKANE,PK-6,468,226,21,3,18,,,14,14,14,15,17,17
3356,Sacajawea Middle School,Public School,401 E 33Rd Ave,Spokane,WA,99203,Spokane School District,SPOKANE,7-8,825,624,82,14,68,2,1,40,40,32,35,52,46
4286,Sacred Heart Hospital,Public School,W 101 8Th Ave,Spokane,WA,99204,Spokane School District,SPOKANE,3-12,10,,,,,,,,,,,,
3413,Salk Middle School,Public School,6411 N Alberta St,Spokane,WA,99208,Spokane School District,SPOKANE,7-8,731,597,56,8,43,2,3,38,38,28,32,28,34
1698,SCCP Images,Public School,1810 N Greene St,Spokane,WA,99217,Spokane School District,SPOKANE,12-12,32,4,3,,3,,,2,2,2,2,2,2
3189,Shadle Park High School,Public School,4327 N Ash St,Spokane,WA,99205,Spokane School District,SPOKANE,9-12,1409,1140,80,7,67,6,1,55,55,36,41,43,42
3257,Shaw Middle School,Public School,4106 N Cook St,Spokane,WA,99207,Spokane School District,SPOKANE,7-8,596,444,40,7,31,2,1,29,29,22,22,22,21
2110,Sheridan Elementary,Public School,3737 E 5Th Ave,Spokane,WA,99202,Spokane School District,SPOKANE,PK-6,457,332,20,2,12,5,,13,13,14,14,11,20
2108,Stevens Elementary,Public School,1717 E Sinto Ave,Spokane,WA,99202,Spokane School District,SPOKANE,PK-6,540,456,25,4,20,,1,12,12,9,10,8,17
3063,Westview Elementary,Public School,6104 N Moore St,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,400,314,20,2,14,3,,15,15,14,14,12,19
2191,Whitman Elementary,Public School,5400 N Helena St,Spokane,WA,99207,Spokane School District,SPOKANE,PK-6,573,447,17,6,10,1,,7,7,4,8,4,12
2109,Willard Elementary,Public School,500 W Longfellow Ave,Spokane,WA,99205,Spokane School District,SPOKANE,PK-6,595,373,39,3,32,5,,28,28,26,26,23,30
2296,Wilson Elementary,Public School,911 W 25Th Ave,Spokane,WA,99203,Spokane School District,SPOKANE,PK-6,372,274,36,2,34,1,,19,19,21,19,24,32
4192,Woodridge Elementary,Public School,5100 W Shawnee Ave,Spokane,WA,99208,Spokane School District,SPOKANE,PK-6,415,331,21,2,19,1,,15,15,12,14,9,18
3050,Sprague Elementary,Public School,PO Box 305,Sprague,WA,99032,Sprague School District,LINCOLN,K -4,42,35,3,1,2,0,0,3,3,3,3,3,3
2186,Sprague High School,Public School,P.O. Box 305,Sprague,WA,99032,Sprague School District,LINCOLN,9-12,26,23,0,0,0,0,0,0,0,0,0,0,0
3069,St. John Elementary,Public School,W 301 Nob Hill,Saint John,WA,99171,St. John School District,WHITMAN,K -6,86,81,5,0,5,0,0,3,3,4,4,3,5
3068,St. John/Endicott High,Public School,W 301 Nob Hill,Saint John,WA,99171,St. John School District,WHITMAN,9-12,83,76,7,0,7,0,0,7,7,2,2,2,2
800K,Summit Academy,Private School,7430 276th St NW                               ,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,K-6,20,16,4,0,4,0,0,3,3,4,4,4,4
8468,Cedarhome Adventist Christian School,Private School,28505 68th Ave NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,1-8,,,,,,,,,,,,,
4553,Elger Bay Elementary,Public School,1810 ELGER BAY RD,Camano Island,WA,98282,Stanwood-Camano School District,ISLAND,K -5,306,251,31,5,27,0,0,18,18,20,23,19,28
4551,Utsalady Elementary,Public School,608 ARROWHEAD RD,Camano Island,WA,98282,Stanwood-Camano School District,ISLAND,K -5,314,254,40,4,37,0,0,22,22,23,27,17,34
4513,Cedarhome Elementary School,Public School,27911 68TH AVE NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,K -5,591,425,45,10,33,2,0,23,22,25,27,27,36
5108,Lincoln Academy,Public School,7600 272nd St NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,6-8,12,10,2,0,2,1,0,1,1,2,1,1,0
1707,Lincoln Hill High School,Public School,7400 272ND ST NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,9-12,121,97,3,0,3,0,0,4,3,2,3,2,0
4512,Port Susan Middle School,Public School,7506 267TH ST NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,6-8,505,404,32,6,27,0,0,22,19,15,16,15,4
3125,Stanwood Elementary School,Public School,10227 273RD PL NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,PK-5,275,242,20,3,18,0,0,10,12,12,13,11,16
2581,Stanwood High School,Public School,7400 272ND ST NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,9-12,1471,1360,76,7,67,3,0,50,41,38,52,42,0
2400,Stanwood Middle School,Public School,9405 271ST ST NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,6-8,529,467,37,3,34,1,0,25,21,21,24,29,8
4364,Twin City Elementary,Public School,26211 72ND AVE NW,Stanwood,WA,98292,Stanwood-Camano School District,SNOHOMISH,K -5,308,225,32,4,27,1,0,16,15,17,18,18,27
2007,Star Elem School,Public School,P. O. Box 1482,Richland,WA,99352,Star School District,BENTON,2-5,,,,,,,,,,,,,
2135,Starbuck School,Public School,717 TUCANNON ST,Starbuck,WA,99359,Starbuck School District,COLUMBIA,K-8,28,26,2,0,0,2,0,2,2,2,2,2,2
2265,Stehekin Elementary,Public School,PO Box 37,Stehekin,WA,98852,Stehekin School District,CHELAN,K -8,,,,,,,,,,,,,
2040,Anderson Island Elementary,Public School,510 Chambers,Steilacoom,WA,98388,Steilacoom Hist. School District,PIERCE,K -5,35,33,1,0,1,0,0,1,1,1,1,1,1
3446,Cherrydale Elementary,Public School,1201 GALLOWAY,Steilacoom,WA,98388,Steilacoom Hist. School District,PIERCE,K -3,325,296,14,2,10,1,1,12,12,13,13,11,14
4562,Chloe Clark Elementary,Public School,1700 PALISADE BOULEVARD,Dupont,WA,98327,Steilacoom Hist. School District,PIERCE,K -3,597,573,19,5,14,0,0,9,9,12,10,12,14
3827,Saltars Point Elementary,Public School,908 3RD STREET,Steilacoom,WA,98388,Steilacoom Hist. School District,PIERCE,4-5,491,459,24,3,20,0,1,10,11,9,12,11,18
4131,Steilacoom High,Public School,54 SENTINEL DRIVE,Steilacoom,WA,98388,Steilacoom Hist. School District,PIERCE,9-12,875,840,23,0,22,1,1,14,12,8,13,14,0
2237,Pioneer Middle,Public School,1750 BOB'S HOLLOW LN,Dupont,WA,98327,Steilacoom Hist. School District,PIERCE,6-8,767,731,26,5,21,1,0,15,10,14,16,14,9
2115,Steptoe Elementary School,Public School,PO Box 138,Steptoe,WA,99174,Steptoe School District,WHITMAN,PK-8,31,30,1,0,1,0,0,0,0,1,0,0,0
5318,Columbia Gorge School,Public School,441 Hot Springs Avenue,Carson,WA,98610,Stevenson-Carson School District,SKAMANIA,K-12,26,25,1,0,1,0,0,0,0,0,0,0,1
2882,Carson Elementary,Public School,350 NW Roosevelt St.,Stevenson,WA,98648,Stevenson-Carson School District,SKAMANIA,3-6,240,179,25,0,21,4,0,18,18,18,18,18,23
2682,Stevenson Elementary,Public School,P.O. Box 850,Stevenson,WA,98648,Stevenson-Carson School District,SKAMANIA,K -2,227,183,5,0,5,0,0,3,3,3,3,3,5
3119,Stevenson High School,Public School,P.O. Box 850,Stevenson,WA,98648,Stevenson-Carson School District,SKAMANIA,9-12,313,248,35,0,32,3,0,26,24,13,18,14,0
3800,Wind River Middle School,Public School,P.O. Box 850,Stevenson,WA,98648,Stevenson-Carson School District,SKAMANIA,7-8,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,Gold Bar Elementary,Public School,419 Lewis Ave,Gold Bar,WA,98251,Sultan School District,SNOHOMISH,K -5,312,251,24,6,5,15,0,14,14,15,11,10,21
5114,Sky Valley Options,Public School,514 4th Steet,Sultan,WA,98294,Sultan School District,SNOHOMISH,9-12,29,19,2,1,1,0,0,2,2,1,1,1,1
2229,Sultan Elementary School,Public School,501 Date St,Sultan,WA,98294,Sultan School District,SNOHOMISH,K -5,497,371,59,13,9,37,0,38,38,35,39,31,50
2105,Sultan Middle School,Public School,301 High Ave.,Sultan,WA,98294,Sultan School District,SNOHOMISH,6-8,427,252,61,18,17,26,0,35,35,31,35,24,46
4274,Sultan Senior High School,Public School,13715 310th Ave S.E.,Sultan,WA,98294,Sultan School District,SNOHOMISH,9-12,530,340,102,65,23,14,0,36,36,32,30,27,89
4394,Summit Valley School,Public School,2360 Addy-Gifford Road,Addy,WA,99101,Summit Valley School District,STEVENS,PK-8,80,55,17,2,12,0,3,11,11,11,14,11,17
3349,Bonney Lake Elementary,Public School,18715 80th St E,Bonney Lake,WA,98390,Sumner School District,PIERCE,K -5,464,419,38,3,32,3,0,25,25,24,23,27,31
4585,Bonney Lake High School,Public School,10920 199th Ave Ct E,Bonney Lake,WA,98391,Sumner School District,PIERCE,9-12,1381,1313,65,8,56,4,0,46,43,31,38,33,0
4435,Crestwood Elementary,Public School,3914 W Tapps Dr E,Bonney Lake,WA,98390,Sumner School District,PIERCE,K -5,380,343,37,7,32,0,0,22,22,23,25,22,31
4541,Daffodil Valley Elementary,Public School,1509 Valley Avenue,Sumner,WA,98390,Sumner School District,PIERCE,K -5,545,506,27,5,19,3,0,17,18,19,18,16,26
3399,Eismann Elementary,Public School,13802 Canyon View Blvd. East,Bonney Lake,WA,98391,Sumner School District,PIERCE,K -5,458,423,30,7,21,2,0,17,17,18,21,17,23
4250,Emerald Hills Elementary,Public School,19515 S Tapps Dr E,Bonney Lake,WA,98390,Sumner School District,PIERCE,K -5,376,319,23,3,20,0,0,16,16,14,14,14,18
4132,Lakeridge Middle School,Public School,5909 MYERS RD E,Sumner,WA,98390,Sumner School District,PIERCE,6-8,594,548,38,5,34,2,0,26,25,21,26,21,6
4402,Liberty Ridge Elementary,Public School,12202 209th AVE CT E,Sumner,WA,98390,Sumner School District,PIERCE,K -5,404,374,28,3,24,2,0,20,20,19,21,11,22
2875,Maple Lawn Elementary,Public School,230 Wood Ave,Sumner,WA,98390,Sumner School District,PIERCE,K -5,480,439,40,11,30,1,0,20,20,24,27,19,31
4502,Mountain View Middle School,Public School,10920 199TH AVE CT E,Bonney Lake,WA,98390,Sumner School District,PIERCE,6-8,661,608,46,7,37,2,0,28,24,19,23,27,9
3247,Sumner High School,Public School,1707 Main St,Sumner,WA,98390,Sumner School District,PIERCE,9-12,1640,1512,85,10,73,4,0,59,53,42,47,52,0
3499,Sumner Middle School,Public School,1508 Willow,Sumner,WA,98390,Sumner School District,PIERCE,6-8,705,607,39,6,31,2,0,28,25,25,25,20,5
4166,Victor Falls Elementary,Public School,13802 Canyon Falls Blvd.,Bonney Lake,WA,98391,Sumner School District,PIERCE,K -5,573,530,43,7,36,0,0,15,16,19,19,18,31
8235,Sunnyside Christian School,Private School,811 North Ave,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,P-8,290,283,7,0,7,0,0,5,5,5,5,5,7
8314,Trinity Reformed Christian School,Private School,1505 Grant Ave,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,1-8,2,2,0,0,0,0,0,0,0,0,0,0,0
8823,Sunnyside Christian School (2nd Location),Private School,1820 Sheller Rd,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,9-12,,,,,,,,,,,,,
4000,Chief Kamiakin Elementary School,Public School,1110 S. 6th Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,1-5,728,722,1,0,1,0,0,1,1,1,0,1,1
3313,Harrison Middle School,Public School,1110 S 6th St,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,6-8,775,773,1,0,1,0,0,0,0,1,1,0,0
2469,Outlook Elementary School,Public School,1110 S. 6th Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,1-5,657,654,2,0,2,0,0,0,0,0,0,1,1
4497,Pioneer Elementary School,Public School,1110 S. 6th Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,1-5,758,552,3,1,2,0,0,2,2,3,1,1,1
5049,Sierra Vista Middle School,Public School,916 N. 16 Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,6-8,685,659,2,2,0,0,0,2,2,2,2,2,2
5137,Sun Valley Elementary,Public School,1220 N. 16th Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,K -K ,474,466,4,2,2,0,0,4,4,4,3,4,4
2959,Sunnyside High School,Public School,1110 S. 6th Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,9-12,1793,1787,5,1,4,0,0,3,3,1,1,3,1
2717,Washington Elementary,Public School,1110 S. 6th Street,Sunnyside,WA,98944,Sunnyside School District,YAKIMA,1-5,661,655,3,0,3,0,0,2,2,2,2,3,2
8130,Annie Wright School,Private School,827 Tacoma Ave N,Tacoma,WA,98403,Tacoma School District,PIERCE,P-12,431,388,12,0,12,0,0,11,11,10,10,10,10
8132,Bellarmine Preparatory School,Private School,2300 S Washington St,Tacoma,WA,98405,Tacoma School District,PIERCE,9-12,1019,1009,10,1,8,1,0,10,9,9,9,10,0
8566,Cascade Christian Schools--Tacoma Elementary,Private School,1819 E 72nd St,Tacoma,WA,98404,Tacoma School District,PIERCE,P-6,91,77,14,1,13,0,0,10,10,10,10,12,13
8134,Concordia Lutheran School,Private School,202 E 56th St,Tacoma,WA,98404,Tacoma School District,PIERCE,P-8,189,187,2,0,2,0,0,0,0,0,1,0,2
8135,Faith Lutheran School,Private School,113 S 96th St,Tacoma,WA,98444,Tacoma School District,PIERCE,P-8,54,43,6,4,1,1,0,2,2,2,2,2,6
8598,First Presbyterian Church School,Private School,20 Tacoma Avenue S,Tacoma,WA,98402,Tacoma School District,PIERCE,P-5,85,63,5,0,5,0,0,5,5,5,5,5,5
8137,HRRS - Juan Diego Academy,Private School,504 S 30th St,Tacoma,WA,98402,Tacoma School District,PIERCE,P-12,160,86,0,0,0,0,0,0,0,0,0,0,0
8353,Life Christian Academy,Private School,1717 S Union Ave,Tacoma,WA,98405,Tacoma School District,PIERCE,P-12,529,486,28,0,28,0,0,21,21,20,21,19,25
8845,Puget Sound Christian School,Private School,1740 S 84th St,Tacoma,WA,98444,Tacoma School District,PIERCE,P-6,42,42,0,0,0,0,0,0,0,0,0,0,0
8907,Seabury School,Private School,1801 NE 53rd St,Tacoma,WA,98422,Tacoma School District,PIERCE,K+,53,52,1,0,1,0,0,0,0,0,1,0,0
800M,Seabury School--Middle School Campus,Private School,925 Court C,Tacoma,WA,98402,Tacoma School District,PIERCE,6-8,25,24,1,0,1,0,0,0,0,0,1,0,0
8144,South Sound Christian Schools-Tacoma Baptist Campus,Private School,2052 S 64th St,Tacoma,WA,98409,Tacoma School District,PIERCE,P-12,260,208,52,0,52,0,0,14,17,12,20,19,41
8141,St. Charles Borromeo School,Private School,7112 S 12th St,Tacoma,WA,98465,Tacoma School District,PIERCE,P-8,515,492,15,6,8,1,0,9,9,9,11,11,11
