School Building Code,School Name,School Type,Address,City,State,Zip,District Name,County,Grade Levels,Number of K-12 (All Grades) Students Enrolled ,Number of K-12 (All Grades) Students Complete,Number of K-12 (All Grades) Students with any Exemption,Number of K-12 (All Grades) Students with Medical Exemption,Number of K-12 (All Grades) Students with Personal Exemption,Number of K-12 (All Grades) Students with Religious Exemption,Number of K-12 (All Grades) Students with Religious Membership Exemption,Number of K-12 (All Grades) Students Exempt for Diphtheria Tetanus,Number of K-12 (All Grades) Students Exempt for Pertussis,Number of K-12 (All Grades) Students Exempt for Polio,Number of K-12 (All Grades) Students Exempt for MMR,Number of K-12 (All Grades) Students Exempt for Hep B,Number of K-12 (All Grades) Students Exempt for Varicella
8917,Whatcom Day Academy,Private School,5217 Northwest Rd,Bellingham,WA,98226,Ferndale School District,WHATCOM,P-12,61,31,4,0,2,0,2,4,4,4,4,4,4
800D,Bridgeway Christian Academy,Private School,858 W Smith Rd,Bellingham,WA,98226,Ferndale School District,WHATCOM,K-5,,,,,,,,,,,,,
8493,Providence Christian School Northwest,Private School,5942 Portal Way,Ferndale,WA,98248,Ferndale School District,WHATCOM,K-12,,,,,,,,,,,,,
2263,Beach Elem,Public School,3786 Centerview Road,Lummi Island,WA,98262,Ferndale School District,WHATCOM,K -6,35,18,15,2,13,0,0,12,12,12,12,14,15
5207,Cascadia Elementary,Public School,6175 Church Rd,Ferndale,WA,98248,Ferndale School District,WHATCOM,PK-6,468,431,36,3,35,0,0,25,25,24,27,23,29
2458,Central Elementary,Public School,P.O. Box 187,Ferndale,WA,98248,Ferndale School District,WHATCOM,K -6,295,272,20,2,19,0,0,10,9,13,11,15,17
2607,Custer Elem,Public School,7660 Custer School Road,Custer,WA,98240,Ferndale School District,WHATCOM,K -6,365,331,30,5,24,1,0,16,16,17,19,18,26
4482,Eagleridge Elementary,Public School,2651 Thornton Rd,Ferndale,WA,98248,Ferndale School District,WHATCOM,PK-6,458,404,33,6,26,1,0,20,21,18,20,14,28
2488,Ferndale High School,Public School,5830 Golden Eagle Dr,Ferndale,WA,98248,Ferndale School District,WHATCOM,9-12,1437,1327,87,9,71,8,1,66,61,38,55,50,0
4554,Horizon Middle School,Public School,P.O. Box 1769,Ferndale,WA,98248,Ferndale School District,WHATCOM,7-8,567,536,26,3,18,4,5,18,16,11,12,14,3
3135,Lummi High School,Public School,2334 Lummi View Dr.,Bellingham,WA,98226,Ferndale School District,WHATCOM,9-12,120,113,1,1,0,0,0,1,1,0,0,0,0
3140,Lummi Tribal Elementary School,Public School,2334 Lummi View Dr.,Bellingham,WA,98226,Ferndale School District,WHATCOM,K -8,201,172,1,0,1,0,0,0,0,0,0,0,1
4130,Skyline Elementary School,Public School,2225 Thornton Rd,Ferndale,WA,98248,Ferndale School District,WHATCOM,PK-6,428,383,30,10,20,0,0,11,11,13,15,16,23
3762,Vista Middle School,Public School,P.O. Box 1328,Ferndale,WA,98248,Ferndale School District,WHATCOM,7-8,575,533,26,2,24,1,0,13,12,11,14,18,4
5245,Windward High School,Public School,5275 Northwest Ave,Ferndale,WA,98248,Ferndale School District,WHATCOM,9-12,151,106,6,1,5,0,0,4,2,5,5,5,0
8469,All Saints School,Private School,2323 54th Ave E,Fife,WA,98424,Fife School District,PIERCE,P-2,,,,,,,,,,,,,
4582,Columbia Junior High School,Public School,2901 54th Avenue E,Tacoma,WA,98424,Fife School District,PIERCE,8-9,557,539,14,0,13,1,0,9,9,9,10,13,9
2878,Discovery Primary School,Public School,1205 19th Avenue,Milton,WA,98354,Fife School District,PIERCE,PK-1,539,502,29,9,18,1,2,19,19,20,21,20,21
2809,Endeavour Intermediate,Public School,1304 17th Avenue,Milton,WA,98354,Fife School District,PIERCE,2-5,581,560,16,0,14,2,0,11,11,12,11,11,14
2773,Fife High School,Public School,5616 20th St E,Tacoma,WA,98424,Fife School District,PIERCE,10-12,831,806,21,2,19,1,3,21,21,16,17,16,14
4557,Hedden Elementary School,Public School,11313 8th St E,Edgewood,WA,98372,Fife School District,PIERCE,2-5,516,480,29,3,22,3,2,21,21,19,23,17,28
3798,Surprise Lake Middle School,Public School,2001 Milton Way,Milton,WA,98354,Fife School District,PIERCE,6-7,520,492,19,4,14,1,0,14,14,11,12,4,7
3078,Finley Elementary,Public School,213504 E COUGAR RD,Kennewick,WA,99337,Finley School District,BENTON,PK-5,387,296,2,0,2,0,0,1,1,1,1,1,2
4031,Finley Middle School,Public School,37208 S FINLEY RD,Kennewick,WA,99337,Finley School District,BENTON,6-8,235,213,1,0,0,1,0,1,1,0,0,0,0
2367,River View High School,Public School,36509 S LEMON DR,Kennewick,WA,99337,Finley School District,BENTON,9-12,301,224,0,0,0,0,0,0,0,0,0,0,0
8150,Parkland Lutheran School,Private School,120 123rd St S,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,P-8,,,,,,,,,,,,,
2398,Central Avenue Elementary,Public School,4505 104th Street E,Tacoma,WA,98446,Franklin Pierce School District,PIERCE,K -5,426,401,18,0,15,3,0,18,18,18,18,18,18
3301,Christensen Elementary,Public School,10232 Barnes Lane,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,PK-5,429,408,11,2,9,0,0,11,11,11,11,10,11
2257,Collins Elementary,Public School,4608 128th St E,Tacoma,WA,98446,Franklin Pierce School District,PIERCE,PK-5,406,75,10,0,8,2,0,5,5,7,9,6,9
3532,Elmhurst Elementary School,Public School,420 133rd ST E,Tacoma,WA,98445,Franklin Pierce School District,PIERCE,K -5,461,456,5,0,5,0,0,5,5,5,10,6,16
2876,Franklin Pierce High School,Public School,11002 18TH AVE E,Tacoma,WA,98445,Franklin Pierce School District,PIERCE,9-12,1107,1076,31,0,30,1,0,25,25,16,17,16,17
3000,Harvard Elementary,Public School,1709 85th Street E,Tacoma,WA,98445,Franklin Pierce School District,PIERCE,K -5,415,407,8,0,8,0,0,15,7,11,5,4,5
2945,James Sales Elementary,Public School,11213 Sheridan Ave S,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,K -5,427,425,2,0,2,0,0,6,6,4,4,3,3
2340,Midland Elementary,Public School,2300 105th St E,Tacoma,WA,98445,Franklin Pierce School District,PIERCE,K -5,514,508,6,3,1,2,2,3,3,3,4,3,4
3300,Morris Ford Middle School,Public School,1602 104th Street East,Tacoma,WA,98445,Franklin Pierce School District,PIERCE,6-8,909,864,45,0,43,42,0,23,25,17,15,15,19
4063,Gates Secondary School,Public School,813 132nd Street S,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,8-12,,,,,,,,,,,,,
3180,Brookdale Elementary,Public School,611 132nd Street S,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,PK-5,474,456,18,4,13,1,0,12,12,10,12,13,14
3401,Perry G Keithley Middle School,Public School,12324 12TH AVE S,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,6-8,719,676,19,2,13,4,0,15,15,15,13,11,11
3648,Washington High School,Public School,12420 Ainsworth Ave S,Tacoma,WA,98444,Franklin Pierce School District,PIERCE,9-12,986,966,20,1,18,1,0,17,17,11,12,12,15
3794,Freeman Elementary School,Public School,14917 S Jackson Rd,Rockford,WA,99030,Freeman School District,SPOKANE,PK-5,330,302,28,7,24,1,0,10,9,10,12,12,26
3192,Freeman High School,Public School,14626 S Jackson Rd,Rockford,WA,99030,Freeman School District,SPOKANE,9-12,319,288,31,3,28,0,0,21,8,8,10,13,0
4593,Freeman Middle School,Public School,14917 S Jackson Rd,Rockford,WA,99030,Freeman School District,SPOKANE,6-8,235,221,14,1,13,0,0,10,7,6,7,9,2
2895,Garfield Elementary,Public School,POB 398,Garfield,WA,99130,Garfield School District,WHITMAN,PK-5,,,,,,,,,,,,,
2896,Garfield Middle School,Public School,POB 398,Garfield,WA,99130,Garfield School District,WHITMAN,6-8,,,,,,,,,,,,,
3047,Glenwood Elementary,Public School,PO Box 12,Glenwood,WA,98619,Glenwood School District,KLICKITAT,K -6,40,27,10,3,7,0,0,4,3,6,8,4,9
3048,Glenwood Secondary,Public School,320 Bunnell St.,Glenwood,WA,98619,Glenwood School District,KLICKITAT,7-12,29,29,0,0,0,0,0,0,0,0,0,0,0
1425,Goldendale Christian School,Private School,1180 S Roosevelt,Goldendale,WA,98620,Goldendale School District,KLICKITAT,P-12,14,9,5,1,3,1,0,4,4,4,4,5,4
2856,Goldendale High School,Public School,525 SIMCOE DR.,Goldendale,WA,98620,Goldendale School District,KLICKITAT,9-12,358,334,24,6,15,5,0,17,15,11,15,13,0
3393,Goldendale Middle School,Public School,520 E. COLLINS DR.,Goldendale,WA,98620,Goldendale School District,KLICKITAT,5-8,283,267,16,2,10,4,0,8,8,6,8,6,8
2677,Goldendale Primary School,Public School,820 S. SCHUSTER ST,Goldendale,WA,98620,Goldendale School District,KLICKITAT,K -4,322,287,31,6,14,11,0,17,17,17,17,17,28
2802,Center Elementary School,Public School,PO BOX F,Grand Coulee,WA,99133,Grand Coulee Dam School District,GRANT,PK-4,268,245,14,3,10,2,0,10,10,8,9,7,11
2672,Grand Coulee Dam Middle School,Public School,BOX J,Grand Coulee,WA,99133,Grand Coulee Dam School District,GRANT,5-8,212,189,6,0,6,0,0,4,4,2,3,2,4
2801,Lake Roosevelt High School,Public School,500 CIVIC WAY,Coulee Dam,WA,99116,Grand Coulee Dam School District,OKANOGAN,9-12,214,202,1,0,1,0,0,1,1,1,1,1,0
8233,Grandview Adventist Junior Academy,Private School,106 N Elm St,Grandview,WA,98930,Grandview School District,YAKIMA,1-8,,,,,,,,,,,,,
1645,Compass High School,Public School,913 W 2nd ST,Grandview,WA,98930,Grandview School District,YAKIMA,9-12,,,,,,,,,,,,,
1776,Contract Learning Center,Public School,913 W 2nd ST,Grandview,WA,98930,Grandview School District,YAKIMA,9-12,,,,,,,,,,,,,
2555,Grandview High School,Public School,1601 W 5th ST,Grandview,WA,98930,Grandview School District,YAKIMA,9-12,,,,,,,,,,,,,
3071,Grandview Middle School,Public School,1401 W 2nd ST,Grandview,WA,98930,Grandview School District,YAKIMA,6-8,,,,,,,,,,,,,
2345,Mcclure Elementary School,Public School,811 W 2nd ST,Grandview,WA,98930,Grandview School District,YAKIMA,PK-5,,,,,,,,,,,,,
3013,Smith Elementary School,Public School,205 Fir Ave,Grandview,WA,98930,Grandview School District,YAKIMA,PK-5,,,,,,,,,,,,,
2756,Thompson Elementary School,Public School,1105 W 2nd ST,Grandview,WA,98930,Grandview School District,YAKIMA,PK-5,,,,,,,,,,,,,
3314,Granger High School,Public School,701 E Avenue,Granger,WA,98932,Granger School District,YAKIMA,9-12,1488,1463,0,0,0,0,0,0,0,0,0,0,0
2531,Granger Middle School,Public School,701 E Avenue,Granger,WA,98932,Granger School District,YAKIMA,5-8,1488,1463,0,0,0,0,0,0,0,0,0,0,0
4535,Roosevelt Elementary,Public School,701 E Avenue,Granger,WA,98932,Granger School District,YAKIMA,K -4,1488,1463,0,0,0,0,0,0,0,0,0,0,0
5171,Crossroads High School,Public School,307 North Alder Avenue,Granite Falls,WA,98252,Granite Falls School District,SNOHOMISH,9-12,167,133,6,0,6,0,0,4,1,2,5,5,0
2580,Granite Falls High School,Public School,1401 100th St NE,Granite Falls,WA,98252,Granite Falls School District,SNOHOMISH,9-12,649,594,47,1,43,3,2,36,24,29,35,33,0
4113,Granite Falls Middle School,Public School,205 North Alder Avenue,Granite Falls,WA,98252,Granite Falls School District,SNOHOMISH,6-8,435,397,25,6,18,2,0,18,17,14,18,12,4
4479,Monte Cristo Elementary,Public School,1201 100th St NE,Granite Falls,WA,98252,Granite Falls School District,SNOHOMISH,K -6,339,316,18,2,15,1,0,10,10,11,9,10,14
4330,Mountain Way Elementary,Public School,702 N. Granite Ave,Granite Falls,WA,98252,Granite Falls School District,SNOHOMISH,K -5,498,439,32,3,26,0,3,23,22,25,23,24,29
2145,Grapeview Elementary and Middle School,Public School,822 E Mason Benson Rd,Grapeview,WA,98546,Grapeview School District,MASON,K -8,214,189,12,0,12,0,0,4,4,4,6,6,4
2097,Great Northern Elementary,Public School,3115 N SPOTTED RD,Spokane,WA,99224,Great Northern School District,SPOKANE,K -6,46,37,4,1,3,0,0,2,2,2,2,1,4
2484,Green Mountain School,Public School,13105 NE GRINNEL RD,Woodland,WA,98674,Green Mountain School District,COWLITZ,K -8,151,55,3,1,2,0,0,1,0,1,2,1,2
8025,Sunrise Beach School,Private School,1601 North Street,Olympia,WA,98501,Griffin School District,THURSTON,P-12,33,15,8,0,8,0,0,8,8,8,8,8,8
2406,Griffin School,Public School,6530 33rd Ave NW,Olympia,WA,98502,Griffin School District,THURSTON,K -8,651,499,45,3,42,1,0,23,22,31,30,28,29
2743,Harrington Elementary School,Public School,PO Box 204,Harrington,WA,99134,Harrington School District,LINCOLN,K -6,154,80,9,0,9,0,0,4,5,3,6,4,3
3113,Harrington High School,Public School,PO Box 204,Harrington,WA,99134,Harrington School District,LINCOLN,7-12,113,73,6,0,6,0,0,4,6,3,4,4,0
4559,Highland High School,Public School,PO Box 38,Cowiche,WA,98923,Highland School District,YAKIMA,10-12,386,96,4,3,1,0,0,1,0,1,2,1,0
2718,Highland Junior High School,Public School,PO Box 38,Cowiche,WA,98923,Highland School District,YAKIMA,7-9,188,169,2,1,1,0,0,2,2,1,1,1,0
3072,Marcus Whitman-Cowiche Elementary,Public School,1181 Thompson Rd,Cowiche,WA,98923,Highland School District,YAKIMA,K -3,357,324,5,0,5,0,0,3,3,3,3,2,5
3073,Tieton Intermediate School,Public School,PO Box 6,Tieton,WA,98947,Highland School District,YAKIMA,4-6,268,246,6,3,3,0,0,2,2,1,2,1,4
8820,Family Academy/Academy NW,Private School,14629 20th Ave SW,Seattle,WA,98166,Highline School District,KING,K-12,102,75,27,2,20,0,5,27,27,27,27,27,27
8082,John F Kennedy Catholic High School,Private School,140 S 140th St,Burien,WA,98168,Highline School District,KING,9-12,836,771,65,2,62,1,0,55,55,55,49,44,89
8084,Seattle Christian School,Private School,18301 Military Rd S,Seattle,WA,98188,Highline School District,KING,K-12,525,499,23,1,22,0,0,13,14,14,12,12,7
8646,St. Philomena School,Private School,1815 S 220th St,Des Moines,WA,98198,Highline School District,KING,K-8,237,221,0,0,0,0,0,0,0,0,0,0,0
8997,Three Tree Montessori,Private School,220 SW 160th St,Burien,WA,98166,Highline School District,KING,P-6,64,29,12,0,12,0,0,6,6,6,7,11,6
8189,Explorer West Middle School,Private School,10015 28th Ave SW,Seattle,WA,98146,Highline School District,KING,6-8,,,,,,,,,,,,,
8396,Glendale Lutheran School,Private School,13455 2nd Ave SW,Burien,WA,98146,Highline School District,KING,P-8,,,,,,,,,,,,,
1448,Praise Christian Academy,Private School,1022 SW 151 St,Burien,WA,98166,Highline School District,KING,K-12,,,,,,,,,,,,,
8087,St. Francis of Assisi School,Private School,15216 21st Ave SW,Burien,WA,98166,Highline School District,KING,K-8,,,,,,,,,,,,,
8523,Shorewood Christian School,Private School,10300 28th Ave SW,Seattle,WA,98146,Highline School District,KING,P-12,194,145,18,0,14,4,0,18,18,16,14,16,13
8086,St. Bernadette School,Private School,1028 SW 128th St,Seattle,WA,98146,Highline School District,KING,P-8,200,200,0,0,0,0,0,0,0,0,0,0,0
5063,Academy of Citizenship and Empowerment,Public School,4424 South 188th Street,SeaTac,WA,98188,Highline School District,KING,9-12,430,415,3,1,2,0,0,3,3,2,3,2,2
5102,Arts and Academics Academy,Public School,830 SW 116th St,Seattle,WA,98146,Highline School District,KING,9-12,268,266,2,1,1,0,0,2,2,2,2,2,2
2765,Beverly Park Elem at Glendale,Public School,1201 S 104th St,Seattle,WA,98168,Highline School District,KING,PK-6,505,496,4,1,3,0,0,2,2,2,3,2,3
5028,Big Picture School,Public School,2450 So. 142nd St,SeaTac,WA,98168,Highline School District,KING,7-12,196,177,0,0,0,0,0,0,0,0,0,0,0
2982,Bow Lake Elementary,Public School,18237 42nd Ave S,SeaTac,WA,98188,Highline School District,KING,PK-6,675,635,7,1,4,2,0,3,3,4,4,3,7
2926,Cedarhurst Elementary,Public School,611 S 132nd St,Burien,WA,98168,Highline School District,KING,PK-6,704,675,10,0,10,0,0,5,5,6,9,7,7
3098,Chinook Middle School,Public School,18650 42nd Ave S,SeaTac,WA,98188,Highline School District,KING,7-8,576,559,5,1,4,0,0,11,3,4,2,2,2
1539,CHOICE Academy,Public School,18367 8th Ave S,Seattle,WA,98148,Highline School District,KING,7-12,100,88,0,0,0,0,0,0,0,0,0,0,0
2418,Des Moines Elementary,Public School,22001 9th Ave S,Des Moines,WA,98198,Highline School District,KING,K -6,416,379,13,12,0,1,0,7,7,8,9,11,11
5064,Global Connections High School,Public School,4424 South 188th Street,SeaTac,WA,98188,Highline School District,KING,9-12,479,465,3,0,3,0,0,1,1,1,2,2,1
2844,Gregory Heights Elementary,Public School,16201 16th Ave SW,Burien,WA,98166,Highline School District,KING,PK-6,654,628,8,0,8,0,0,2,2,2,4,4,6
2699,Hazel Valley Elementary,Public School,402 SW 132nd St,Burien,WA,98146,Highline School District,KING,PK-6,617,608,2,1,1,0,0,1,1,1,1,1,1
5101,Health Sciences and Human Services,Public School,830 SW 116th St,Seattle,WA,98146,Highline School District,KING,9-12,375,375,0,0,0,0,0,0,0,0,0,0,0
3165,Hilltop Elementary,Public School,12250 24th Ave S,Seattle,WA,98168,Highline School District,KING,PK-6,624,609,5,0,3,2,0,5,5,5,5,5,5
3278,Madrona Elementary,Public School,20301 32nd Avenue South,SeaTac,WA,98198,Highline School District,KING,PK-6,649,564,3,1,2,0,0,23,23,22,13,19,18
3097,Marvista Elementary,Public School,19800 Marine View Dr SW,Normandy Park,WA,98166,Highline School District,KING,PK-6,592,549,26,4,21,1,0,12,2,12,13,10,12
2984,Midway Elementary,Public School,22447 24th Ave S,Des Moines,WA,98198,Highline School District,KING,PK-6,637,588,3,1,2,0,0,3,3,3,2,3,2
3279,Mount Rainier High School,Public School,22450 19th Ave S,Des Moines,WA,98198,Highline School District,KING,9-12,1600,1521,37,0,37,0,0,37,0,20,20,21,0
2144,Mount View Elementary,Public School,11427 3rd Av S,Seattle,WA,98168,Highline School District,KING,PK-6,666,593,2,0,2,0,0,2,2,1,1,1,1
1972,New Start,Public School,614 SW 120th St,Seattle,WA,98146,Highline School District,KING,9-12,142,128,0,0,0,0,0,0,0,0,0,0,0
