School Code	School Name	School Type	School District	County	Reported?	Data Source	Grade Levels	K-12 Number Enrolled	K-12 Number Complete	K-12 Number Exempt	K-12 Number Exempt: Medical	K-12 Number Exempt: Personal	K-12 Number Exempt: Religious	K-12 Number Exempt: Religious Member	K-12 Number Exempt: D/T	K-12 Number Exempt: Pertussis	K-12 Number Exempt: Polio	K-12 Number Exempt: MMR	K-12 Number Exempt: Hep B	K-12 Number Exempt: Varicella
2301	Columbia Elementary School	Public	Wenatchee School District	CHELAN	Yes	IIS	K -5	433	426	5	0	5	0	0	2	2	1	2	2	3
3964	Liberty Elementary	Public	Marysville School District	SNOHOMISH	Yes	IIS	PK-5	433	411	21	7	16	0	0	13	13	12	11	11	14
3117	Idlewild Elementary School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	PK-5	433	419	6	3	3	0	0	0	0	0	0	0	6
3607	Hazelwood Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	433	397	31	5	26	1	0	19	20	21	21	19	21
2792	Warden Elementary	Public	Warden School District	GRANT	Yes	IIS	PK-5	434	429	3	0	3	0	0	1	1	3	1	2	1
4490	Saddle Mountain Intermediate	Public	Wahluke School District	GRANT	Yes	IIS	K -5	434	434	0	0	0	0	0	0	0	0	0	0	0
3449	Birney Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	434	402	7	1	4	1	1	6	3	6	6	5	7
2086	Roosevelt Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	435	327	37	3	32	2	0	22	22	21	22	25	30
3148	Ellsworth Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	436	325	18	0	17	1	0	14	14	13	16	11	17
3299	Artondale Elementary School	Public	Peninsula School District	PIERCE	Yes	IIS	PK-5	436	404	31	2	29	0	0	19	19	21	17	22	30
4411	Valley View Elementary School	Public	Ellensburg School District	KITTITAS	Yes	IIS	K -5	436	400	24	5	18	3	0	6	8	10	14	11	16
2380	Central Elementary School	Public	Sedro-Woolley School District	SKAGIT	Yes	IIS	K -6	437	404	25	1	23	1	0	17	17	12	15	9	18
4577	Michael Anderson Elementary	Public	Medical Lake School District	SPOKANE	Yes	IIS	PK-5	437	363	16	3	13	0	0	8	8	5	5	7	10
2880	Washington Elementary School	Public	Mount Vernon School District	SKAGIT	Yes	XLSCSV	K -6	437	410	22	7	14	1	0	13	12	15	15	13	16
3628	Twin Lakes Elementary School	Public	Federal Way School District	KING	Yes	IIS	PK-5	438	405	22	0	18	4	0	12	12	11	12	7	19
3329	Panther Lake Elementary School	Public	Federal Way School District	KING	Yes	Paper	PK-5	438	422	16	1	11	4	0	11	11	7	9	5	13
4080	Discovery Elementary School	Public	Peninsula School District	PIERCE	Yes	IIS	K -5	439	400	39	4	32	3	3	21	21	24	25	27	32
2128	Audubon Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	439	375	23	2	20	1	0	15	15	16	15	13	19
3254	Mountlake Terrace Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	439	401	20	2	16	3	0	12	11	13	11	11	13
2819	Nob Hill Elementary School	Public	Yakima School District	YAKIMA	Yes	IIS	K -5	440	283	11	2	9	0	0	8	7	7	7	8	9
3092	Grant Elementary	Public	Ephrata School District	GRANT	Yes	IIS	K -4	440	409	14	2	8	4	0	10	10	9	11	9	9
3182	Fidalgo Elementary	Public	Anacortes School District	SKAGIT	Yes	IIS	K -6	440	350	69	7	66	0	0	35	35	40	36	28	49
3227	Pioneer Elementary School	Public	Auburn School District	KING	Yes	IIS	PK-5	440	406	11	2	7	2	0	5	5	4	5	5	6
3687	Serene Lake Elementary	Public	Mukilteo School District	SNOHOMISH	Yes	IIS	K -5	440	391	27	9	15	3	0	17	0	16	16	13	27
5285	Wahitis Elementary School	Public	Othello School District	ADAMS	Yes	IIS	K -5	440	436	4	3	0	1	0	2	2	1	2	1	2
2218	Browne Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	440	377	34	8	26	0	0	11	11	9	9	15	26
2793	Columbia Ridge Elementary	Public	Ephrata School District	GRANT	Yes	IIS	K -4	441	414	8	0	6	2	0	5	5	6	5	4	7
4207	Jemtegaard Middle School	Public	Washougal School District	CLARK	Yes	IIS	6-8	441	401	32	5	21	5	2	19	18	19	20	20	2
8050	O'Dea High School	Private	Seattle Public Schools	KING	Yes	IIS	9-12	441	436	5	1	4	0	0	5	5	5	5	5	5
3122	Lynndale Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	441	430	9	0	9	0	0	5	5	6	5	4	6
2279	Lewis and Clark Elementary Sch	Public	Wenatchee School District	CHELAN	Yes	IIS	K -5	442	428	12	1	11	1	0	7	7	8	9	6	9
3532	Elmhurst Elementary School	Public	Franklin Pierce School District	PIERCE	Yes	IIS	K -5	442	423	19	0	19	0	0	6	5	6	6	6	13
8003	Christ the King School	Private	Richland School District	BENTON	Yes	Paper	P-8	442	413	9	0	8	1	0	9	9	9	9	9	9
3190	Linwood Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	442	393	22	2	17	2	1	13	13	13	16	15	18
2898	Naches Valley Middle School	Public	Naches Valley School District	YAKIMA	Yes	XLSCSV	5-8	442	425	17	2	16	1	0	12	12	8	8	9	2
3110	South Colby Elementary	Public	South Kitsap School District	KITSAP	Yes	IIS	K -6	443	393	50	8	42	1	0	30	32	29	28	36	38
3736	Burton Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	443	358	28	1	25	2	0	25	25	25	26	22	28
4029	Burley Glenwood Elementary	Public	South Kitsap School District	KITSAP	Yes	IIS	K -6	443	415	24	7	19	1	0	18	20	16	18	14	17
5251	Park Orchard Elementary School	Public	Moses Lake School District	GRANT	Yes	IIS	K-5	443	410	27	8	17	2	0	22	21	21	21	16	22
2704	Fords Prairie Elementary	Public	Centralia School District	LEWIS	Yes	Paper	K -3	443	401	13	3	11	0	0	10	11	10	10	10	11
5115	Roosevelt Elementary School	Public	Port Angeles School District	CLALLAM	Yes	XLSCSV	K -6	443	371	32	3	30	0	0	20	18	19	18	19	27
2531	Granger Middle School	Public	Granger School District	YAKIMA	Yes	IIS	5-8	444	438	0	0	0	0	0	0	0	0	0	0	0
3036	Eastgate Elementary School	Public	Bellevue School District	KING	Yes	IIS	K -5	444	418	26	9	17	0	0	9	9	8	10	8	24
3397	Bryant Montessori School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-8	444	308	43	6	37	1	0	13	34	13	10	14	13
3691	College Place Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	444	419	20	6	13	1	0	13	12	9	14	10	14
3489	Parkwood Elementary	Public	Shoreline School District	KING	Yes	eFile	K -6	445	410	33	7	28	0	0	10	9	12	16	17	17
4487	East Valley Elementary	Public	East Valley School District (Yakima)	YAKIMA	Yes	IIS	K -5	445	232	6	2	4	0	0	2	2	2	2	3	4
4476	Blaine Primary School	Public	Blaine School District	WHATCOM	Yes	eFile	K -2	446	367	37	6	28	3	0	26	26	27	33	23	35
2430	Deer Park Elementary	Public	Deer Park School District	SPOKANE	Yes	IIS	K -2	446	395	46	5	36	5	0	23	23	23	24	27	41
3057	Mount Erie Elementary	Public	Anacortes School District	SKAGIT	Yes	IIS	K -6	447	352	82	4	77	2	0	43	43	52	50	42	59
3745	Evergreen Heights Elementary	Public	Auburn School District	KING	Yes	IIS	PK-5	447	379	13	4	9	0	0	5	4	5	7	2	11
4397	Chief Kanim Middle School	Public	Snoqualmie Valley School District	KING	Yes	IIS	6-8	447	411	33	1	31	2	0	27	27	13	19	16	6
4517	Vossbeck Elementary School	Public	Lynden School District	WHATCOM	Yes	IIS	K -5	447	414	29	4	25	0	0	13	13	15	14	13	20
5082	Arthur Jacobsen Elementary	Public	Auburn School District	KING	Yes	IIS	K -5	447	422	10	2	7	1	0	5	5	6	6	6	6
3091	Garden Heights Elementary	Public	Moses Lake School District	GRANT	Yes	IIS	K -5	448	30	4	25	1	18	18	16	17	18	20	80	75
3747	Sandburg Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	448	395	25	3	22	1	0	15	15	14	15	13	14
4121	Ridgecrest Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	448	434	18	3	15	0	1	10	10	10	12	7	13
5139	Carson Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	448	407	14	5	8	11	0	6	5	8	5	9	10
3517	McClure Middle School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	6-8	448	357	41	7	34	0	0	24	26	24	26	32	52
2340	Midland Elementary	Public	Franklin Pierce School District	PIERCE	Yes	IIS	K -5	449	444	5	3	2	0	0	1	1	1	3	0	4
3059	Cascade Elementary	Public	Marysville School District	SNOHOMISH	Yes	IIS	K -5	449	420	25	8	18	2	0	15	15	13	15	12	17
3262	Lydia Hawk Elementary	Public	North Thurston Public Schools	THURSTON	Yes	IIS	PK-6	449	374	22	6	16	0	0	14	15	13	14	14	18
4228	Riverside High School	Public	Riverside School District	SPOKANE	Yes	IIS	9-12	449	422	25	6	19	0	0	14	13	6	10	13	0
3601	Sunset Primary	Public	University Place School District	PIERCE	Yes	Paper	K -4	449	414	29	12	17	1	1	13	15	14	16	12	21
3287	Westhill Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	449	407	39	7	31	1	0	25	24	25	25	27	33
3259	Adams Elementary	Public	Central Valley School District	SPOKANE	Yes	IIS	PK-5	450	426	24	3	21	0	0	17	17	18	17	13	22
2990	Briarcrest Elementary	Public	Shoreline School District	KING	Yes	XLSCSV	K -6	450	414	29	3	24	2	0	12	12	15	11	17	17
2741	Lincoln Elementary	Public	Ellensburg School District	KITTITAS	Yes	IIS	K -5	451	402	26	4	21	1	0	16	17	15	17	16	20
3561	Riverview Elementary	Public	Snohomish School District	SNOHOMISH	Yes	Paper	K -6	451	390	55	9	47	1	0	37	37	36	40	37	42
4186	Cedarcrest Jr High	Public	Bethel School District	PIERCE	Yes	Paper	7-8	451	440	11	1	10	1	0	8	8	1	1	4	0
3008	Bryant Center	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-12	451	395	135	4	129	4	0	116	116	99	103	101	121
2805	Lowell Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	K -5	451	342	34	7	27	0	0	15	21	17	18	20	17
4185	Horizon Middle School	Public	Central Valley School District	SPOKANE	Yes	IIS	6-8	452	397	22	2	20	0	0	18	18	16	15	12	11
4466	Sawyer Woods Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	452	417	23	3	20	0	0	12	12	10	12	12	12
2690	Hazel Dell Elementary School	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	452	400	30	0	29	2	0	17	17	20	20	15	22
5239	Cordata Elementary	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	PK-5	452	400	35	11	24	2	0	22	22	23	24	26	27
5252	Northport Homelink Program	Public	Northport School District	STEVENS	Yes	XLSCSV	K-12	452	400	35	11	24	2	0	22	22	23	24	26	27
3268	Cashmere High School	Public	Cashmere School District	CHELAN	Yes	IIS	9-12	453	320	133	116	23	0	0	12	12	7	9	16	110
3683	Lake Tapps Elementary	Public	Dieringer School District	PIERCE	Yes	IIS	1-3	453	416	35	5	30	0	0	17	17	16	18	27	25
3825	Alpac Elementary School	Public	Auburn School District	KING	Yes	IIS	PK-5	453	423	16	2	13	1	0	13	13	12	11	10	12
2081	John Stanford International Elementary	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	453	398	26	3	21	2	0	11	11	14	13	15	32
2090	Frantz Coe Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	453	388	24	4	19	1	0	14	14	15	13	20	23
3319	Hockinson Middle School	Public	Hockinson School District	CLARK	Yes	eFile	6-8	454	388	34	2	30	3	0	21	11	22	30	23	4
2713	Blaine Elementary School	Public	Blaine School District	WHATCOM	Yes	eFile	3-5	455	412	39	4	36	0	0	20	20	20	23	21	29
3678	Fairwood Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	455	444	9	3	6	0	0	2	1	3	3	3	6
4372	Silver Ridge Elementary	Public	Central Kitsap School District	KITSAP	Yes	IIS	PK-6	455	427	16	4	10	2	0	10	10	12	14	11	13
4176	Woodland Intermediate School	Public	Woodland School District	COWLITZ	Yes	Paper	4-6	455	366	28	2	26	1	0	18	16	19	20	17	20
2169	Point Defiance Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	455	412	23	1	19	3	0	16	14	16	15	17	19
2113	Opportunity Elementary	Public	Central Valley School District	SPOKANE	Yes	IIS	PK-5	456	421	16	0	14	2	0	11	11	11	10	7	15
3614	Sunnyside Elementary	Public	Pullman School District	WHITMAN	Yes	IIS	PK-5	456	416	26	1	21	5	0	15	15	15	18	16	21
4230	Eatonville Middle School	Public	Eatonville School District	PIERCE	Yes	Paper	6-8	456	358	54	16	36	2	0	31	0	12	15	9	37
2875	Maple Lawn Elementary	Public	Sumner School District	PIERCE	Yes	XLSCSV	K -5	456	410	36	5	33	0	0	22	22	23	25	18	29
2074	Berney Elementary School	Public	Walla Walla Public Schools	WALLA WALLA	Yes	IIS	K -5	457	441	15	4	9	2	0	11	11	13	13	13	15
2173	Arcadia Elementary	Public	Deer Park School District	SPOKANE	Yes	IIS	3-5	457	398	39	2	34	3	0	21	21	20	22	22	35
3703	Rush Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	457	405	36	11	23	2	0	16	16	21	22	22	27
3823	Silver Star Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	457	364	38	0	34	5	0	34	33	31	28	26	32
2096	Regal Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	K -6	457	413	18	1	18	2	0	10	10	11	8	10	13
3349	Bonney Lake Elementary	Public	Sumner School District	PIERCE	Yes	XLSCSV	K -5	457	405	43	2	40	1	0	27	27	26	24	29	34
2141	Thurgood Marshall Elementary	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	457	378	38	2	36	0	0	10	10	15	15	28	32
2124	Snoqualmie Middle School	Public	Snoqualmie Valley School District	KING	Yes	IIS	6-8	458	388	41	1	40	0	0	30	29	25	29	25	8
3203	Jefferson Elementary	Public	Pullman School District	WHITMAN	Yes	IIS	K -5	458	423	25	1	23	1	0	14	15	16	18	20	19
