School Code	School Name	School Type	School District	County	Reported?	Data Source	Grade Levels	K-12 Number Enrolled	K-12 Number Complete	K-12 Number Exempt	K-12 Number Exempt: Medical	K-12 Number Exempt: Personal	K-12 Number Exempt: Religious	K-12 Number Exempt: Religious Member	K-12 Number Exempt: D/T	K-12 Number Exempt: Pertussis	K-12 Number Exempt: Polio	K-12 Number Exempt: MMR	K-12 Number Exempt: Hep B	K-12 Number Exempt: Varicella
1508	Eagle High School	Public	Toppenish School District	YAKIMA	Yes	IIS	6-12	231	215	0	0	0	0	0	0	0	0	0	0	0
3918	Barker Center	Public	Central Valley School District	SPOKANE	Yes	IIS	9-12	231	201	12	1	11	0	0	29	29	18	20	18	11
8201	St. Mary's Catholic School	Private	Central Valley School District	SPOKANE	Yes	IIS	P-8	234	234	0	0	0	0	0	0	0	0	0	0	0
5205	Sand Point Elementary	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	234	188	23	8	15	0	0	8	8	9	13	12	17
4196	Tonasket Middle School	Public	Tonasket School District	OKANOGAN	Yes	IIS	6-8	235	215	14	2	9	3	0	7	7	7	11	10	3
4004	Coupeville Middle School	Public	Coupeville School District	ISLAND	Yes	eFile	6-8	236	202	27	0	25	2	0	12	9	14	13	15	6
8018	St. Patrick School	Private	Pasco School District	FRANKLIN	Yes	eFile	P-8	236	234	2	0	0	2	0	2	2	2	2	2	2
2268	Emerson Elementary	Public	Hoquiam School District	GRAYS HARBOR	Yes	IIS	K -1	236	210	3	1	1	1	0	4	4	5	6	4	8
2668	Davenport Elementary	Public	Davenport School District	LINCOLN	Yes	IIS	PK-5	236	174	10	1	9	0	0	4	3	4	4	3	10
3473	Crescent School	Public	Crescent School District	CLALLAM	Yes	XLSCSV	K -12	236	116	19	1	16	2	0	13	12	15	15	14	8
3909	Warden Middle School	Public	Warden School District	GRANT	Yes	IIS	6-8	237	217	1	0	1	0	0	0	0	0	0	1	0
8033	Epiphany School	Private	Seattle Public Schools	KING	Yes	IIS	P-5	237	237	0	0	0	0	0	0	0	0	0	0	0
2322	Montlake Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	237	200	20	4	16	0	0	14	14	13	12	14	19
2822	Ahtanum Valley Elementary	Public	West Valley School District (Yakima)	YAKIMA	Yes	IIS	K -4	238	226	5	2	2	0	1	2	3	4	4	3	5
8052	Our Lady of Guadalupe School	Private	Seattle Public Schools	KING	Yes	IIS		238	204	2	0	2	0	0	1	1	2	2	1	2
8113	St. Brendan School	Private	Northshore School District	KING	Yes	IIS	P-8	238	237	1	1	1	0	0	0	0	1	0	1	1
2637	Fruit Valley Elementary School	Public	Vancouver School District	CLARK	Yes	Paper	K -5	239	224	14	0	12	2	9	8	8	9	11	8	11
4063	Gates Secondary School	Public	Franklin Pierce School District	PIERCE	Yes	Paper	8-12	239	229	10	0	9	1	0	8	8	7	7	8	2
2160	Touchet Elem and High School	Public	Touchet School District	WALLA WALLA	Yes	IIS	K -12	240	240	4	1	3	0	0	0	0	0	0	1	4
2227	Adna Elementary School	Public	Adna School District	LEWIS	Yes	IIS	PK-5	240	216	6	2	4	0	0	3	3	3	3	2	6
2702	West Auburn Senior High School	Public	Auburn School District	KING	Yes	IIS	9-12	240	225	5	1	4	0	0	2	0	3	2	5	0
5138	Technology Access Foundation Academy	Public	Federal Way School District	KING	Yes	IIS	6-12	240	175	5	0	5	0	0	5	3	4	3	2	2
8062	St. Anne School	Private	Seattle Public Schools	KING	Yes	IIS	P-8	240	228	12	5	7	0	0	3	3	7	4	6	8
8148	St. Frances Cabrini School	Private	Clover Park School District	PIERCE	Yes	IIS	P-8	240	234	6	1	5	0	0	4	4	3	4	3	6
8200	St. Thomas More School	Private	Mead School District	SPOKANE	Yes	IIS	P-8	240	221	6	1	5	0	0	1	1	2	0	3	5
8192	St. Charles School	Private	Spokane School District	SPOKANE	Yes	Paper	P-8	240	224	14	3	11	1	0	6	6	3	4	4	11
2245	Okanogan Middle School	Public	Okanogan School District	OKANOGAN	Yes	IIS	6-8	241	218	22	0	22	0	0	12	11	8	9	13	5
4261	Chimacum Middle School	Public	Chimacum School District	JEFFERSON	Yes	IIS	6-8	241	69	29	1	27	1	0	17	17	16	17	20	11
1941	Mid-Columbia Parent Partnership	Public	Kennewick School District	BENTON	Yes	IIS	K -12	242	187	55	1	48	5	5	37	22	38	40	39	45
8169	St. Thomas More School	Private	Edmonds School District	SNOHOMISH	Yes	IIS	P-8	242	233	1	0	1	0	0	9	9	0	0	0	1
4488	Meadow Brook Intermediate School	Public	College Place School District	WALLA WALLA	Yes	Paper	4-6	242	223	10	0	10	0	0	7	7	7	7	7	6
2225	Lowell Elementary School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	PK-5	244	204	22	4	18	0	0	8	9	8	7	13	15
2800	Brewster High School	Public	Brewster School District	OKANOGAN	Yes	IIS	9-12	246	234	7	0	7	0	0	5	2	3	2	5	0
4510	Quil Ceda Elementary	Public	Marysville School District	SNOHOMISH	Yes	IIS	PK-5	246	218	15	1	13	1	0	13	13	11	13	10	13
2977	Viewlands Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	246	142	12	3	9	0	0	3	3	7	7	5	9
2962	Grantham Elementary	Public	Clarkston School District	ASOTIN	Yes	IIS	K -6	247	213	26	2	24	0	0	13	13	11	10	13	19
8077	St. Vincent De Paul School	Private	Federal Way School District	KING	Yes	IIS	K-8	247	245	2	0	2	0	0	0	0	0	0	2	0
1613	Westside High School	Public	Wenatchee School District	CHELAN	Yes	IIS	9-12	248	241	3	0	3	0	0	2	2	0	2	3	0
2385	Kettle Falls Elementary School	Public	Kettle Falls School District	STEVENS	Yes	IIS	K -4	248	186	58	2	49	4	4	23	23	24	26	29	52
3540	L P Brown Elementary	Public	Olympia School District	THURSTON	Yes	Paper	K -5	248	194	14	3	11	0	0	9	9	11	11	7	10
8153	Immaculate Conception Regional School	Private	Mount Vernon School District	SKAGIT	Yes	IIS	P-8	249	232	17	4	13	0	0	4	1	8	7	10	7
8367	Crosspoint Academy	Private	Central Kitsap School District	KITSAP	Yes	IIS	K-12	249	225	8	1	6	1	0	1	1	4	3	2	4
4042	Legacy High School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	9-12	251	131	10	0	7	3	0	8	7	7	9	8	0
2446	Central Elementary	Public	Snohomish School District	SNOHOMISH	Yes	Paper	K -2	251	223	24	16	9	0	0	18	18	16	17	14	20
4109	Oakland High School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	8-12	253	202	13	0	12	2	0	9	7	9	9	11	11
3027	Northgate Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	253	200	9	0	9	0	0	8	8	7	7	6	10
3374	Simpson Avenue Elementary	Public	Montesano School District	GRAYS HARBOR	Yes	IIS	4-6	255	225	15	0	15	0	0	10	10	10	9	7	13
4137	Sequoia High School	Public	Everett School District	SNOHOMISH	Yes	IIS	9-12	255	245	10	0	28	2	0	13	13	5	5	5	2
2609	Forks Middle School	Public	Quillayute Valley School District	CLALLAM	Yes	Paper	6-8	255	214	7	1	6	0	0	6	6	5	5	5	2
2882	Carson Elementary	Public	Stevenson-Carson School District	SKAMANIA	Yes	Paper	3-6	255	227	23	0	20	3	0	11	11	16	13	12	15
4206	Kettle Falls High School	Public	Kettle Falls School District	STEVENS	Yes	IIS	9-12	256	209	39	1	38	1	0	23	21	13	20	23	0
2244	Edison Elementary	Public	Centralia School District	LEWIS	Yes	Paper	K -3	256	238	14	1	12	1	0	9	9	11	14	11	12
2967	Emerson Elementary	Public	Pasco School District	FRANKLIN	Yes	IIS	1-5	257	254	3	1	2	0	0	2	2	1	1	1	3
8210	St. Michael School	Private	Olympia School District	THURSTON	Yes	Paper	K-8	257	247	10	3	0	0	0	6	7	6	9	5	6
2802	Center Elementary School	Public	Grand Coulee Dam School District	GRANT	Yes	IIS	PK-4	258	234	15	3	10	2	0	9	9	9	12	7	13
8191	Cataldo School	Private	Spokane School District	SPOKANE	Yes	IIS	P-8	258	247	11	0	11	0	0	3	3	3	4	4	10
8223	St. Paul's Academy	Private	Bellingham School District	WHATCOM	Yes	IIS	P-12	258	220	9	0	9	0	0	6	6	7	6	8	8
2913	Carrolls Elementary	Public	Kelso School District	COWLITZ	Yes	XLSCSV	K -5	258	181	15	1	10	1	3	13	12	11	10	12	12
3028	Sacajawea Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	258	213	26	4	21	1	0	11	11	13	14	21	24
3207	Summitview Elementary	Public	West Valley School District (Yakima)	YAKIMA	Yes	IIS	K -4	259	251	8	2	6	0	0	2	2	1	1	5	4
4233	Marysville Mountain View High School	Public	Marysville School District	SNOHOMISH	Yes	IIS	9-12	259	243	11	0	11	0	0	8	7	7	9	9	0
2061	Green Lake Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	259	218	31	4	26	1	0	16	16	20	17	19	28
1858	Five Mile Prairie School	Public	Mead School District	SPOKANE	Yes	IIS	K -12	260	198	62	2	57	3	0	48	49	35	35	30	46
3700	Brigadoon Elementary School	Public	Federal Way School District	KING	Yes	IIS	PK-5	260	148	10	0	10	0	0	6	6	6	6	4	10
8051	Our Lady of Fatima School	Private	Seattle Public Schools	KING	Yes	Paper	P-8	261	259	2	1	1	0	0	1	1	1	1	1	1
8096	Auburn Adventist Academy	Private	Auburn School District	KING	Yes	Paper	9-12	261	249	0	1	11	0	0	12	12	12	12	12	12
2610	Hough Elementary School	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	261	226	21	1	18	2	0	17	17	18	18	15	18
2146	Liberty Bell Jr Sr High	Public	Methow Valley School District	OKANOGAN	Yes	IIS	7-12	262	209	44	2	42	0	0	25	23	27	33	39	0
8106	Holy Family Parish School	Private	Lake Washington School District	KING	Yes	IIS	P-8	262	257	5	0	5	0	0	2	2	2	3	3	3
8838	University Child Development School	Private	Seattle Public Schools	KING	Yes	IIS	P-5	262	249	13	0	13	0	0	3	0	6	8	9	12
2532	White Swan High School	Public	Mount Adams School District	YAKIMA	Yes	Paper	9-12	263	256	1	0	1	0	0	1	1	1	1	1	0
2763	Robert Gray Elementary	Public	Aberdeen School District	GRAYS HARBOR	Yes	Paper	PK-6	263	234	5	0	4	0	1	5	5	5	5	5	4
5276	K-5 Stem at Boren	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	263	213	14	4	10	0	0	10	10	11	8	11	14
8204	Upper Columbia Academy	Private	Liberty School District	SPOKANE	Yes	IIS	9-12	264	176	19	1	16	2	0	16	16	16	16	15	0
2522	La Conner Elementary	Public	La Conner School District	SKAGIT	Yes	IIS	K -5	265	253	12	0	12	0	0	12	12	12	12	12	12
8009	Our Lady of Lourdes School	Private	Vancouver School District	CLARK	Yes	IIS	P-8	265	257	8	1	5	2	0	5	5	5	6	6	6
2357	Raymond Jr Sr High School	Public	Raymond School District	PACIFIC	Yes	IIS	7-12	266	256	8	1	7	0	0	8	8	3	2	2	0
2468	Rainier Senior High School	Public	Rainier School District	THURSTON	Yes	IIS	9-12	266	233	28	1	26	1	0	24	22	17	20	20	0
2976	Olympic Hills Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	266	209	21	3	16	2	0	13	13	13	14	13	21
3490	Thoreau Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	267	240	24	4	20	0	0	11	11	15	13	16	19
4170	Wilkeson Elementary School	Public	White River School District	PIERCE	Yes	IIS	K -5	268	224	41	13	28	1	0	30	30	28	28	18	33
4226	Liberty Jr High and Elementary	Public	Liberty School District	SPOKANE	Yes	IIS	PK-8	269	269	23	4	18	1	0	10	10	8	11	8	6
8144	South Sound Christian Schools-Tacoma Baptist Campus	Private	Tacoma School District	PIERCE	Yes	IIS	P-12	269	242	27	0	27	0	0	15	22	12	20	20	17
3073	Tieton Intermediate School	Public	Highland School District	YAKIMA	Yes	IIS	4-6	270	257	3	1	2	0	0	1	1	1	1	1	3
3003	Mount Baker Junior High	Public	Mount Baker School District	WHATCOM	Yes	IIS	7-8	271	201	31	1	29	1	0	20	19	21	22	26	0
4222	Morris Schott Middle School	Public	Wahluke School District	GRANT	Yes	IIS	K -5	271	267	3	0	3	0	0	3	3	3	3	3	3
8429	Grace Academy	Private	Marysville School District	SNOHOMISH	Yes	IIS	P-12	271	200	71	46	40	0	0	11	11	3	3	1	75
8683	Cornerstone Christian School	Private	Evergreen School District (Clark)	CLARK	Yes	IIS	K-8	272	272	14	0	8	6	0	14	14	14	14	14	14
2434	Asotin Jr Sr High	Public	Asotin-Anatone School District	ASOTIN	Yes	Paper	7-12	272	255	16	5	11	0	0	14	13	7	8	6	0
3795	Tenino Middle School	Public	Tenino School District	THURSTON	Yes	IIS	6-8	273	238	30	2	25	4	0	25	25	12	15	12	4
4238	Tenino Elementary School	Public	Tenino School District	THURSTON	Yes	IIS	3-5	273	241	28	0	27	1	0	16	16	20	20	17	21
8662	Eastside Preparatory School	Private	Lake Washington School District	KING	Yes	IIS	5-12	273	273	5	0	5	0	0	2	2	1	1	2	2
2827	Osborn Elementary	Public	Cascade School District	CHELAN	Yes	Paper	3-5	273	256	17	0	17	0	0	15	15	15	15	16	16
5102	Arts and Academics Academy	Public	Highline School District	KING	Yes	IIS	9-12	275	259	0	0	0	0	0	0	0	0	0	0	0
3202	Parkview Elementary School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	PK-5	275	233	29	4	25	0	0	14	11	15	16	20	19
2069	Madrona K-8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-8	275	155	15	2	10	3	0	10	10	11	11	12	15
8213	Rogers Adventist School	Private	College Place School District	WALLA WALLA	Yes	IIS	K-8	277	197	22	0	22	0	0	19	17	17	18	18	21
2893	Julius A Wendt Elementary/John C Thomas Middle School	Public	Wahkiakum School District	WAHKIAKUM	Yes	Paper	K -8	277	239	32	2	20	10	0	29	28	30	29	29	21
1992	Skagit Family Learning Center MVSD	Public	Mount Vernon School District	SKAGIT	Yes	XLSCSV	K -12	278	134	114	24	89	0	2	85	69	81	88	86	57
5204	Queen Anne Elementary	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	278	231	29	4	23	2	0	12	11	15	15	21	23
4295	Rivers Edge High School	Public	Richland School District	BENTON	Yes	IIS	6-12	279	255	5	0	5	0	0	3	3	3	4	4	0
2596	Rose Valley Elementary	Public	Kelso School District	COWLITZ	Yes	XLSCSV	K -5	279	198	9	1	6	2	0	5	5	4	7	6	4
2457	Parkside Elementary	Public	Tenino School District	THURSTON	Yes	IIS	K -2	280	252	18	5	13	1	0	10	10	9	8	11	11
5203	Mc Donald Elementary	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	280	227	21	7	14	0	0	12	13	16	15	16	20
3024	Ocosta Junior - Senior High	Public	Ocosta School District	GRAYS HARBOR	Yes	IIS	7-12	281	257	7	1	6	0	0	4	4	3	6	5	0
3354	Tulalip Elementary	Public	Marysville School District	SNOHOMISH	Yes	IIS	K -5	281	244	12	1	9	2	0	10	10	10	9	8	10
4403	Icicle River Middle School	Public	Cascade School District	CHELAN	Yes	Paper	6-8	281	268	13	0	13	0	0	9	9	8	8	7	5
2365	Columbia Elementary School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	PK-5	281	229	39	8	30	1	0	17	14	24	21	34	28
2854	Hilder Pearson Elementary	Public	North Kitsap School District	KITSAP	Yes	XLSCSV	K -5	282	266	16	1	15	0	0	9	9	7	6	7	11
1856	The Center School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	9-12	282	233	30	0	27	3	0	17	18	15	17	21	74
3665	Sanislo Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	283	249	19	3	16	0	0	11	11	12	11	13	15
2905	Whitstran Elementary	Public	Prosser School District	BENTON	Yes	IIS	K -5	284	275	5	1	4	0	0	2	2	3	5	3	4
3208	Sunnyslope Elementary School	Public	Wenatchee School District	CHELAN	Yes	IIS	K -5	284	273	10	4	5	1	0	6	6	6	8	6	8
5282	SECONDARY LEARNING CENTER	Public	Renton School District	KING	Yes	XLSCSV	6-12	284	242	5	0	4	1	0	3	4	2	4	2	0
2706	Oroville Middle-High School	Public	Oroville School District	OKANOGAN	Yes	IIS	7-12	285	267	17	1	16	2	0	10	6	9	12	15	0
4264	Toutle Lake Elementary	Public	Toutle Lake School District	COWLITZ	Yes	IIS	K -6	285	259	20	0	18	2	0	8	8	8	7	4	17
8002	St. Joseph's School	Private	Kennewick School District	BENTON	Yes	IIS	P-8	285	271	14	0	11	3	0	10	10	9	10	9	14
8560	Three Points Elementary	Private	Bellevue School District	KING	Yes	IIS	P-6	285	280	14	0	14	0	0	6	6	6	7	7	12
2970	MLC/Discover Elementary	Public	Moses Lake School District	GRANT	Yes	IIS	PK-6	286	262	7	1	6	0	0	5	5	5	6	5	7
3854	Scriber Lake High School	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	9-12	286	195	15	2	13	0	0	7	5	3	10	8	0
2803	Raymond Elementary School	Public	Raymond School District	PACIFIC	Yes	IIS	K -6	287	263	22	4	14	4	0	16	16	18	15	12	17
3273	Warden High School	Public	Warden School District	GRANT	Yes	IIS	9-12	287	275	4	0	4	0	0	2	2	2	1	4	0
2897	Naches Valley Primary School	Public	Naches Valley School District	YAKIMA	Yes	XLSCSV	K -2	287	271	12	1	11	0	0	7	7	5	5	8	7
8154	Mount Vernon Christian School	Private	Mount Vernon School District	SKAGIT	Yes	IIS	P-12	288	241	39	14	24	1	0	33	27	29	28	28	33
3556	Vancouver Home Connection	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -12	288	180	103	5	83	18	0	95	95	82	85	79	56
3051	E Omak Elementary	Public	Omak School District	OKANOGAN	Yes	IIS	3-5	289	256	26	0	24	2	0	13	15	11	9	9	16
4501	Methow Valley Elementary	Public	Methow Valley School District	OKANOGAN	Yes	IIS	PK-6	290	214	49	1	48	0	0	12	13	20	21	36	30
1520	Challenge Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	290	267	23	0	22	1	0	9	10	11	10	16	16
3430	Black Diamond Elementary	Public	Enumclaw School District	KING	Yes	XLSCSV	K -5	290	258	30	8	22	0	0	12	12	12	16	13	22
2367	River View High School	Public	Finley School District	BENTON	Yes	IIS	9-12	291	278	3	0	3	0	0	3	3	1	2	3	0
2495	Waller Road Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	291	280	15	0	15	0	0	9	0	8	7	8	14
8230	St. Joseph Marquette Middle School	Private	Yakima School District	YAKIMA	Yes	IIS	P-8	291	278	5	0	5	0	0	2	2	1	1	2	2
8235	Sunnyside Christian School	Private	Sunnyside School District	YAKIMA	Yes	IIS	P-8	291	285	6	0	6	0	0	4	4	4	4	4	6
1714	Stillaguamish School	Public	Arlington School District	SNOHOMISH	Yes	Paper	K -12	291	145	85	0	83	2	0	69	63	63	72	66	31
2361	Weyerhaeuser Elementary	Public	Eatonville School District	PIERCE	Yes	Paper	K -5	291	263	23	6	17	0	0	13	0	10	15	8	20
4549	Canyon Creek Middle School	Public	Washougal School District	CLARK	Yes	Paper	6-8	291	275	15	1	9	5	0	14	11	12	12	13	5
3125	Stanwood Elementary School	Public	Stanwood-Camano School District	SNOHOMISH	Yes	XLSCSV	PK-5	291	256	27	3	25	0	0	19	21	20	22	17	22
3531	Long Beach Elementary School	Public	Ocean Beach School District	PACIFIC	Yes	Paper	K -6	292	257	14	1	13	1	0	7	7	6	7	6	12
3676	Cedar Valley Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	293	279	13	5	8	0	0	4	4	5	7	5	6
2329	Cle Elum Roslyn High School	Public	Cle Elum-Roslyn School District	KITTITAS	Yes	Paper	9-12	293	277	13	2	11	0	0	5	4	6	8	5	0
2118	Emerson Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	293	255	3	1	2	0	0	2	2	3	2	2	3
5265	STEM	Public	Lake Washington School District	KING	Yes	IIS	9-12	294	294	13	1	10	2	0	12	12	8	7	9	0
2943	Custer Elementary School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	PK-5	294	279	4	2	2	0	0	1	1	2	2	0	3
3393	Goldendale Middle School	Public	Goldendale School District	KLICKITAT	Yes	IIS	5-8	295	275	19	5	11	4	0	12	12	8	9	12	5
3547	Camelot Elementary School	Public	Federal Way School District	KING	Yes	IIS	PK-5	295	274	14	7	5	2	0	10	10	11	11	9	14
4049	Columbia High School	Public	Columbia (Walla Walla) School District	WALLA WALLA	Yes	IIS	9-12	295	295	11	1	10	0	0	8	7	4	4	7	0
3134	Happy Valley Elementary School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	PK-5	295	264	24	2	21	1	0	10	11	10	13	17	16
3763	Oakbrook Elementary School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	PK-5	295	257	2	1	1	0	0	1	0	1	2	0	1
1862	Marysville Coop Program	Public	Marysville School District	SNOHOMISH	Yes	IIS	K -5	297	261	36	14	19	3	0	26	25	27	26	24	33
2342	Lincoln Elementary School	Public	Olympia School District	THURSTON	Yes	Paper	K -5	297	125	131	10	116	5	1	83	81	93	91	105	112
8103	St. Luke School	Private	Shoreline School District	KING	Yes	Paper	P-8	297	265	10	1	9	0	0	2	4	5	6	4	6
2358	Stanley Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	297	221	14	3	9	2	0	13	13	13	12	13	13
5168	Aspire Middle School	Public	North Thurston Public Schools	THURSTON	Yes	IIS	6-8	298	272	13	1	11	1	0	9	8	5	4	5	0
3064	University Elementary School	Public	Central Valley School District	SPOKANE	Yes	IIS	PK-5	299	286	10	2	8	0	0	18	13	17	22	10	25
4525	Nooksack Elementary	Public	Nooksack Valley School District	WHATCOM	Yes	IIS	PK-5	299	272	18	2	16	0	0	8	7	7	7	10	13
4358	Breidablik Elementary	Public	North Kitsap School District	KITSAP	Yes	XLSCSV	PK-5	299	272	21	2	18	1	0	15	14	14	13	14	20
2201	McGilvra Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	299	257	11	1	8	2	0	2	2	4	3	6	12
2858	Pe Ell School	Public	Pe Ell School District	LEWIS	Yes	IIS	PK-12	300	278	19	5	14	0	0	9	9	8	10	9	10
8188	St. Aloysius Catholic School	Private	Spokane School District	SPOKANE	Yes	IIS	P-8	300	277	12	3	7	1	1	6	6	6	6	9	8
2563	Rock Island Elementary	Public	Eastmont School District	DOUGLAS	Yes	IIS	K -5	301	298	3	1	2	0	0	2	2	2	2	2	3
2835	Mccleary Elem	Public	McCleary School District	GRAYS HARBOR	Yes	eFile	PK-8	302	133	14	0	14	0	0	9	8	7	9	5	9
2497	Spinning Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	302	292	12	2	9	1	0	8	2	7	7	6	11
5103	"Technology, Engineering and Communications"	Public	Highline School District	KING	Yes	IIS	9-12	303	300	0	0	0	0	0	0	0	0	0	0	0
2560	Toutle Lake High School	Public	Toutle Lake School District	COWLITZ	Yes	IIS	7-12	304	278	19	8	7	5	1	13	12	4	6	9	0
2196	Manson Elementary	Public	Manson School District	CHELAN	Yes	Paper	K -5	304	279	15	3	12	0	0	7	7	7	8	7	11
2349	Forks High School	Public	Quillayute Valley School District	CLALLAM	Yes	Paper	9-12	304	260	11	4	6	1	0	8	7	3	8	7	0
4187	Sunrise Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	304	272	28	3	24	1	0	15	15	16	19	16	14
2607	Custer Elem	Public	Ferndale School District	WHATCOM	Yes	eFile	K -6	305	277	26	1	25	0	0	16	16	15	16	19	22
4463	Pioneer Primary School	Public	Pioneer School District	MASON	Yes	IIS	PK-3	305	264	16	5	10	1	0	8	8	8	10	9	12
8279	French-Am School of Puget Sound	Private	Mercer Island School District	KING	Yes	IIS	P-8	305	253	23	4	19	0	0	6	6	5	8	16	17
2404	Jenkins Senior High	Public	Chewelah School District	STEVENS	Yes	Paper	9-12	305	254	41	0	41	0	0	34	32	24	22	27	0
1789	Federal Way Public Academy	Public	Federal Way School District	KING	Yes	IIS	6-10	306	245	15	3	12	0	0	6	6	5	1	5	6
3173	Davenport Senior High School	Public	Davenport School District	LINCOLN	Yes	IIS	6-12	306	231	4	1	3	0	0	4	2	3	4	2	0
3192	Freeman High School	Public	Freeman School District	SPOKANE	Yes	IIS	9-12	306	278	25	2	23	0	0	20	20	13	13	17	0
3968	Sadie Halstead Middle School	Public	Newport School District	PEND OREILLE	Yes	IIS	5-8	306	182	46	0	46	0	0	9	10	10	17	16	25
2401	Libby Center	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	5-8	306	281	20	3	16	1	0	13	13	14	13	14	16
2975	John Rogers Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	306	256	16	3	13	0	0	8	8	9	9	9	17
2804	Chauncey Davis Elementary	Public	South Bend School District	PACIFIC	Yes	IIS	K -6	307	291	16	1	12	3	0	11	9	8	9	5	14
3129	Orchard Center Elementary	Public	West Valley School District (Spokane)	SPOKANE	Yes	IIS	K -5	307	284	13	2	7	4	0	8	8	8	10	6	11
3704	Keller Elementary	Public	Lake Washington School District	KING	Yes	Paper	K -5	308	269	33	3	30	0	0	17	18	20	18	20	25
2521	Big Lake Elementary School	Public	Sedro-Woolley School District	SKAGIT	Yes	XLSCSV	K -6	308	285	22	0	22	0	0	9	10	10	7	10	16
2625	Coupeville High School	Public	Coupeville School District	ISLAND	Yes	eFile	9-12	309	255	51	2	48	1	0	38	35	16	19	24	0
2569	Kittitas Elementary School	Public	Kittitas School District	KITTITAS	Yes	IIS	K -5	309	280	27	3	21	5	0	15	15	14	16	12	24
3572	Mt View Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	309	276	18	2	16	0	0	13	6	12	13	13	15
